comment,list of emojis,sentiment ranking,classification
Mazal ma nwaw ywaldoni 🤣🤣🤣🤣,"['🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
-18. 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
كان الواليد مازال كيتعنب على الوالدة منين تخرج الخبز للفران .. ههه😂😂,"['😂', '😂']",0.221,Positive
Kan 3andi _56 3am 😂😂😂🤦 awdii lah yhdikoum 🤣🙃,"['😂', '😂', '😂', '🤦', '🤣', '🙃']",0.1105,Positive
0😂😂,"['😂', '😂']",0.221,Positive
سبع سنوات😍😍❤️❤️❤️,"['😍', '😍', '❤', '❤', '❤']",0.7188000000000001,Positive
0 سنة 😂😂,"['😂', '😂']",0.221,Positive
كنت مازال ماتزاديت 😂😂😂😂😂واش هادا سؤال للبعالك نتاع البارح لي فانستغرام وانا منهم ههههههه😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
Mafhamtx😂😂😂,"['😂', '😂', '😂']",0.221,Positive
"👈👈بغيتي تتعلم للإسبانية أو السبليونية و بالدارجة و فابور من الفوق دخلو لهاد الحساب غادي تستافذو بزاف و تتعلمو و لو كلمة وحدة بالسبليونية
أجيو نتعلمو كاملين السبليونية 🇪🇸 🇪🇸","['👈', '👈', '🇪', '🇸', '🇪', '🇸']",0.5303333333333334,Positive
"محتاجة 10 بنات للعمل 
  مع شركة انبيلا. 🇲🇦
 براتب شهري 
 
يبدأ ب500 درهم ويصل 
 إلا 1500 درهم وما فوق 
كتبي (مهتم <ة>) نشرح ليك
تسجيل. فبور","['🇲', '🇦']",0.2855,Positive
😢. N'innn'i. Nnnn. Nn,['😢'],0.007,Positive
"محتاجة 10 بنات للعمل 
  مع شركة انبيلا. 🇲🇦
 براتب شهري 
 
يبدأ ب500 درهم ويصل 
 إلا 1500 درهم وما فوق 
كتبي (مهتم <ة>) نشرح ليك
تسجيل. فبور","['🇲', '🇦']",0.2855,Positive
يمشي يقاود علينا مابغيناهش💩💩,"['💩', '💩']",-0.118,Negative
متخافوش دبا  نهدر ليكم  ليكم مع الطاس😂😂,"['😂', '😂']",0.221,Positive
😂😂😂😍,"['😂', '😂', '😂', '😍']",0.33525000000000005,Positive
انا عائشة الملاقبة بالرقاصة هويام ان شاء الله قريب الجديد ديالي انا والفنان الكبير عديل الميلودي ستنو ومتفالطيوس البنات ❤️❤️,"['❤', '❤']",0.746,Positive
مخاصوش يلعب فالمنتخب 🖕,['🖕'],0.0,Objective / Non-conclusive
😂😂😂😂😂 wlah ila gir katakhrbako  bilah rah hawa alholm  li arafad  ila3ab  am3a almontakhab  almgribi  asahbi malkom  makalkhin  awla al9itoh  rifi  obadito  alih  basaban  baraka mal3onsorya  asahbi  rahna  akhot  kamlin,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
Follow me please 🥰,['🥰'],0.0,Objective / Non-conclusive
😂😂,"['😂', '😂']",0.221,Positive
😂,['😂'],0.221,Positive
💩,['💩'],-0.118,Negative
هاد ترامب تي جيني بحال رصوم متحركة وا قيلا غير كادبين علينا ههههه😅,['😅'],0.18,Positive
🤣🤣🤣🤣,"['🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
👏🏾,"['👏', '🏾']",0.2605,Positive
انا متأكد ترامب يلا خرجوه غادي ينتاحر 😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
😂💔,"['😂', '💔']",0.0495,Positive
😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂 بغا يجري على لكرايا,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂😂😂😂😂😂أحمق رسمي,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.22100000000000003,Positive
🤣🤣🤣😍,"['🤣', '🤣', '🤣', '😍']",0.1695,Positive
هيهات ثم هيهات 😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
مسكين 😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
@amine_sarhiri 😂😂😂😭😭,"['😂', '😂', '😂', '😭', '😭']",0.09540000000000001,Positive
😳😳😳😳😳,"['😳', '😳', '😳', '😳', '😳']",0.018,Positive
😂😂😂😂😂😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.22100000000000006,Positive
الزغبي غايحماق على لحكام 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
🤣🤣🤣🤣🤣,"['🤣', '🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
صفرطة بقا فيه الحال نسا راسو الانتخابات الي فاتو ياك شرهم 😂,['😂'],0.221,Positive
هدا كن كانجا فشي دولة عربية كن حكم بزززز على الشعب!! ولكن الأمريكيين عطاوه السم😂😂😂,"['😂', '😂', '😂']",0.221,Positive
🙌🙌🙌🔥🔥🔥,"['🙌', '🙌', '🙌', '🔥', '🔥', '🔥']",0.3500000000000001,Positive
😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
ترامب إن شاء الله فائز ❤️😇 باقين باغي نستافدو 4 أخرى من خبرة الرجل,"['❤', '😇']",0.673,Positive
"👇👇👇اختي اختي اه انت كنهدر معاك
دخلي لخاص تستافدي باركة متبقاي باركة في دار بلا فايدة
عمر كيجري وانت باقة مسافرتي خاريج مشريتي دار ومعندك مانضة كيف ناس اجي لخاص  نعلمك كيفاش ديري مشروووووع مربح غير من تليفونك تولي دخلي فوووق 5000 درهم في شهر معنا ناس كتشد حتى 3 مليون الالة في شهر😍😍😍
http://wa.me/212691247004","['👇', '👇', '👇', '😍', '😍', '😍']",0.46649999999999997,Positive
🤣🤣,"['🤣', '🤣']",0.0,Objective / Non-conclusive
🐗,['🐗'],0.625,Positive
😂😂😂,"['😂', '😂', '😂']",0.221,Positive
🤣🤣🤣🤣🤣🤣🤣🤣,"['🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
🍋,['🍋'],0.263,Positive
🔥👏🔥,"['🔥', '👏', '🔥']",0.267,Positive
السيد باغي يربح صحة😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
Baghi yrba7 sa7a had lbrhouch 🤣,['🤣'],0.0,Objective / Non-conclusive
"براين ويليمز العالمي 😊 مذيعي المفضل، ثقافة و مطلع على تاريخهم بالتفصيل و بيجيب شخصيات تناقش ما يدور بأدلة و شهادات...
♥️","['😊', '♥']",0.6515,Positive
😂😂😂😂اودي,"['😂', '😂', '😂', '😂']",0.221,Positive
سلام البنات دخلوا الصفحة ديالي💕داكشي طووب وثمن مناسب👌🏼👌🏼,"['💕', '👌', '🏼', '👌', '🏼']",0.3522,Positive
❤️,['❤'],0.746,Positive
😂ymken déprime hahaha  dar Walid,['😂'],0.221,Positive
🙅🤞👎,"['🙅', '🤞', '👎']",-0.132,Negative
مسكين ولاد لحرام قطعوه من البث حيت. بالعكس قال الحقيقة فرشهوم 😢 الله ينجحو يارب,['😢'],0.007,Positive
غيحماق 😂😂,"['😂', '😂']",0.221,Positive
ماباغيش يتفاك 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
😂😂😂 بدل القفل,"['😂', '😂', '😂']",0.221,Positive
زر حسابي لدينا محتوى رائع تابعونا ♥️,['♥'],0.658,Positive
دخلو عندو 👉🏻 @ali.kndl 🔥,"['👉', '🏻', '🔥']",0.17800000000000002,Positive
❤️❤️🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦💪💪,"['❤', '❤', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '💪', '💪']",0.38992857142857135,Positive
Maaaachi hadchi lik hassna!? Khassana l3innaya okhassna lmarafik okhassna fin ikhdmou chabab agadir mdloma fhk lmssoullin ama lmassira khadra 3la rassna o3inina 👏👏chabab kollchi kaykllbou ihrgou lah okkbar,"['👏', '👏']",0.521,Positive
🔥👏🙌,"['🔥', '👏', '🙌']",0.40700000000000003,Positive
ياربي لي طاحت عينيه هد التعليق بغيت ربي يوفقك❤️❤️و يسهل علييك 💖 و يرزق والديك الجنة ان شاء الله 😍 فرحني بمتابعة لحسابي ربي يفرحك محتاجة الدعم ديالكم وتشجيع باش نوصل,"['❤', '❤', '💖', '😍']",0.72075,Positive
اصدقائي لي بغا يتعلم للغة الانجليزية والتركية بداريجة المغربية 👋 للمبتدئين كاندير لايفات على الانستكرام . دروس مبااااشرة مرحبا بالجميع 🖐️ احبكم في الله 😘,"['👋', '🖐', '😘']",0.37266666666666665,Positive
🤮🤮🤮🤮wlah ye3tikom mosiba,"['🤮', '🤮', '🤮', '🤮']",0.0,Objective / Non-conclusive
"شنو غا تستافدي إلى نخارطي معايا في  أوريفلام ؟؟ 🤔
أولا- أنتي كعضوة كايولي عندك الحق تقداي لراسك بثمن أقل من الكتالوج 💁 (ناقص 30٪) اياااه 💋
ثانيا- إلى أنتي بغيتي تربحي فلوس.. 💸 راه داك الكتالوج هو الحانوت ديالك..!
كيفاش ؟؟
راك تقدري توريه لجاراتك، صحاباتك و العائلة وتجمعي طلبية🛍🛍 عندك فيها رباح ديال 30% على كل منتوج بعتيه 💰💰💰
ثالثا- عندك هدايا رائعة كل شهر🎁🎁
رابعا- غا تولي عندك خلصة شهرية💵 لي مطلوب هو تكوني فريق ديالك ماتقوليش ماكاين معامن.. لا غاتلقاي، إلى بغيتي شي حاجة أكييييييد غاتوصلي ليها والحصول على راتب شهرى يصل الى5000 درهم واكثر..
و أخيرا للي بغات تسجل
(سوا ليها باش تاخد منتجاتها بأقل ثمن+هدايا او باش تربح و تحصل على راتب شهري+سفريات)
دوزي عندي للوتساب
0619722074📲","['🤔', '💁', '💋', '💸', '🛍', '🛍', '💰', '💰', '💰', '🎁', '🎁', '💵', '📲']",0.32069230769230767,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
Antoma b9aw Kif ra9ass binathom ma3andkom cheghol 😡baz,['😡'],-0.173,Negative
البناات🔊👩 عندي اكم فرصة عمل من الدار وغير بالتلفون خدمة زويينة وكلها أرباح لي بغات تفاصيل تخلي ليا رسالة فالخاص ونشرح ليها كيفاش💗,"['🔊', '👩', '💗']",0.3873333333333333,Positive
ممكن متابعة لحسابي من فضلكم ❤️😍,"['❤', '😍']",0.712,Positive
سلام عليكم البنات انا عائشة..المعروفة بالراقصة هيام كولشي عارف قصتي ... مرحبا بكم البنات عندي كنعمل وصافات تجميل تعونو معايا بابوني عافاكم 😍,['😍'],0.678,Positive
ياربي لي طاحت عينيه هد التعليق بغيت ربي يوفقك❤️❤️و يسهل علييك 💖 و يرزق والديك الجنة ان شاء الله 😍 فرحني بمتابعة لحسابي ربي يفرحك محتاجة الدعم ديالكم وتشجيع باش نوصل,"['❤', '❤', '💖', '😍']",0.72075,Positive
😢,['😢'],0.007,Positive
😢😢😢😢😭,"['😢', '😢', '😢', '😢', '😭']",-0.013000000000000001,Negative
شي خبار زين والو ماعندكومش..😏,['😏'],0.332,Positive
الله يرحمها مسكينا 😔😢,"['😔', '😢']",-0.06949999999999999,Negative
😢😢😢,"['😢', '😢', '😢']",0.007,Positive
Fayn jat had olmas🤔 f magherib,['🤔'],0.0,Objective / Non-conclusive
بالعكس كتعاونو رغم ظلم او حكرة لمعرضين ليها لمنجيهت وسائل نقل لمنجيهت شرطة لمنجيهت بنية لتحتيا كفاش بغيتو هاد بنادم متزاحمش في طوبيس او طوبيسات مكينينش او بديل مكينش طكسي فارض ثمن ايامات كورونا او كثر فوقت حالي وخا هاز 6 ناس  او كتقولو مكيتعاونوش ناس راه معدهمش او كيتقاتلو او مكيدويوش واش بنادم ملاقيش خدمة كاع فرص شغل بالمعفة او بنادم باقي كيخلص في كرة ديال ايام كورونا هدشي علاش خاصها اسميوها دار كحلة ماشي بيضاء😠😠😠😠😠😠,"['😠', '😠', '😠', '😠', '😠', '😠']",-0.302,Negative
😔😔😔😔😔😔😔😔,"['😔', '😔', '😔', '😔', '😔', '😔', '😔', '😔']",-0.146,Negative
😂😂😂,"['😂', '😂', '😂']",0.221,Positive
😍😍@ranyazh  ma chère lah ib3d 3lik kol char yarabiii 🙏,"['😍', '😍', '🙏']",0.5913333333333334,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
شحال زوين هاد داودي😢,['😢'],0.007,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
بين سلا وكازا🙄🙄🙄🙄ديها لبرشيد نيشان وهني الوقت,"['🙄', '🙄', '🙄', '🙄']",0.0,Objective / Non-conclusive
غي لي وحل يقولي حقا والواد مريض نفسي 🙂,['🙂'],0.0,Objective / Non-conclusive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.22100000000000003,Positive
Had nadai daoudi driyfa bazaaaaf wlah y3amar liha dar wbasa7 mrida  makdabch wbasa7 tatkhraj bla khbarhom  wtadir machakil  m mskina machi lkhatarha walkin matatadi hta7ad lijbadha lah ychafiha lwlidatha 😢😢😢,"['😢', '😢', '😢']",0.007,Positive
Hhhhhhhhh👏,['👏'],0.521,Positive
سلام بنات ليبغات الفلوس من الأنترنت بطريقة سهلة ماهلة ديري فحال ليغدي نقولك ماغديش نقولك دوزي بريفي غادي نشرحلك هنيا ماعليك غير دخل ل googel تكتب cashpubودير recherche أول site أدخل ليه غادي تسجل المعلومات ديالك و فاللخر غادي تلقى خانة مكتوب فيها code parrainage غادي تكتب فيه هاد الكود 6212884وصافي دير m'inscrire وهكدا كتكون تسجلتي من بعد أدخل الخانة publicité وتفرج فالإشهرات ووسط كل إشهار كيطلع ليك cliquer iciكليكي عليها ضروري باش يتحسبو لك النقط وملي كيسالي الفيديو كدير terminerباش تضمن النقط ديالك حتى توصل ل 5000نقطة cashpubكيسيفطولك 1000dh و كسردولك الكود باش تمشي تيري فلوسك عملية مافيتاش 5دقايق فنهار جرب بنفسك وحكم أنا ملي شوفت فيها الفلوس قلت علاش مانشاركاش مع البنات حنايا البنات نهار و ما طال شادين تليفون تالعين هابتين ف الفيسبوك و ما كنستافدو والو الله يجيب تيسير كل وحدة بتوفيق إنشاء الله😘,['😘'],0.702,Positive
